State,State_Clean,County,"Violent
crime","Murder and
nonnegligent
manslaughter",Rape1,Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft",Arson2
GEORGIA - Metropolitan Counties6,GEORGIA ,Murray,47,0,5,3,39,85,16,51,18,
GEORGIA - Metropolitan Counties6,GEORGIA ,Newton,81,3,8,32,38,821,303,408,110,12
GEORGIA - Metropolitan Counties6,GEORGIA ,Paulding,320,5,27,22,266,1862,314,1272,276,11
GEORGIA - Metropolitan Counties6,GEORGIA ,Peach,25,0,6,3,16,156,32,106,18,0
GEORGIA - Metropolitan Counties6,GEORGIA ,Pike,20,0,1,2,17,193,24,160,9,0
GEORGIA - Metropolitan Counties6,GEORGIA ,Walton,39,1,10,7,21,444,74,322,48,0
GEORGIA - Nonmetropolitan Counties6,GEORGIA ,Berrien,51,1,3,0,47,132,31,92,9,2
GEORGIA - Nonmetropolitan Counties6,GEORGIA ,Bleckley,21,0,3,0,18,100,34,61,5,0
GEORGIA - Nonmetropolitan Counties6,GEORGIA ,Candler,9,0,1,3,5,41,9,31,1,1
GEORGIA - Nonmetropolitan Counties6,GEORGIA ,Cook,36,0,1,1,34,131,25,89,17,0
GEORGIA - Nonmetropolitan Counties6,GEORGIA ,Fannin,31,2,8,1,20,274,61,179,34,3
GEORGIA - Nonmetropolitan Counties6,GEORGIA ,Franklin,16,2,3,0,11,221,53,153,15,0
GEORGIA - Nonmetropolitan Counties6,GEORGIA ,Gilmer,72,0,16,0,56,327,73,226,28,2
GEORGIA - Nonmetropolitan Counties6,GEORGIA ,Hancock,15,0,0,0,15,50,15,28,7,0
GEORGIA - Nonmetropolitan Counties6,GEORGIA ,Jefferson,27,0,2,0,25,70,23,36,11,0
GEORGIA - Nonmetropolitan Counties6,GEORGIA ,Laurens,92,1,12,8,71,523,175,291,57,3
GEORGIA - Nonmetropolitan Counties6,GEORGIA ,Mitchell,28,0,2,2,24,265,40,196,29,0
GEORGIA - Nonmetropolitan Counties6,GEORGIA ,Pierce,31,0,5,2,24,321,72,219,30,2
GEORGIA - Nonmetropolitan Counties6,GEORGIA ,Pulaski,50,2,2,1,45,209,55,151,3,
GEORGIA - Nonmetropolitan Counties6,GEORGIA ,Screven,37,0,0,4,33,112,41,59,12,2
GEORGIA - Nonmetropolitan Counties6,GEORGIA ,Thomas,60,0,17,11,32,477,106,322,49,3
GEORGIA - Nonmetropolitan Counties6,GEORGIA ,Towns,23,0,3,0,20,88,17,67,4,0
GEORGIA - Nonmetropolitan Counties6,GEORGIA ,Treutlen,5,0,1,0,4,34,10,22,2,1
GEORGIA - Nonmetropolitan Counties6,GEORGIA ,Ware,83,1,3,3,76,432,62,354,16,
GEORGIA - Nonmetropolitan Counties6,GEORGIA ,White,22,0,1,1,20,136,51,77,8,1
GEORGIA - Nonmetropolitan Counties6,GEORGIA ,Wilkes,22,0,1,0,21,30,6,20,4,0
GEORGIA - Nonmetropolitan Counties6,GEORGIA ,Wilkinson,10,0,0,1,9,34,16,14,4,0
HAWAII - Metropolitan Counties,HAWAII ,Maui Police Department,449,1,110,67,271,4984,577,3746,661,128
IDAHO - Metropolitan Counties,IDAHO ,Ada,257,0,67,4,186,595,131,443,21,10
IDAHO - Metropolitan Counties,IDAHO ,Bannock,5,0,2,0,3,37,9,20,8,0
IDAHO - Metropolitan Counties,IDAHO ,Boise,17,0,1,1,15,62,7,51,4,0
IDAHO - Metropolitan Counties,IDAHO ,Bonneville,109,1,15,3,90,607,157,409,41,5
IDAHO - Metropolitan Counties,IDAHO ,Butte,7,0,0,0,7,1,0,1,0,0
IDAHO - Metropolitan Counties,IDAHO ,Canyon,117,1,28,3,85,430,139,200,91,3
IDAHO - Metropolitan Counties,IDAHO ,Franklin,8,1,0,0,7,34,20,14,0,0
IDAHO - Metropolitan Counties,IDAHO ,Gem,22,1,3,0,18,64,25,32,7,0
IDAHO - Metropolitan Counties,IDAHO ,Jefferson,19,0,2,0,17,68,12,50,6,0
IDAHO - Metropolitan Counties,IDAHO ,Jerome,13,0,2,0,11,95,32,52,11,0
IDAHO - Metropolitan Counties,IDAHO ,Kootenai,149,1,15,4,129,707,175,490,42,3
IDAHO - Metropolitan Counties,IDAHO ,Nez Perce,8,0,4,0,4,83,11,67,5,0
IDAHO - Metropolitan Counties,IDAHO ,Owyhee,30,0,6,0,24,60,14,39,7,0
IDAHO - Metropolitan Counties,IDAHO ,Power,10,0,5,0,5,29,5,21,3,0
IDAHO - Metropolitan Counties,IDAHO ,Twin Falls,42,0,9,0,33,136,60,62,14,2
IDAHO - Nonmetropolitan Counties,IDAHO ,Adams,10,0,0,0,10,43,6,37,0,0
IDAHO - Nonmetropolitan Counties,IDAHO ,Benewah,25,1,1,1,22,36,7,22,7,1
IDAHO - Nonmetropolitan Counties,IDAHO ,Bingham,27,1,4,1,21,154,44,95,15,0
IDAHO - Nonmetropolitan Counties,IDAHO ,Blaine,5,0,2,0,3,18,7,10,1,0
IDAHO - Nonmetropolitan Counties,IDAHO ,Bonner,26,0,1,0,25,342,111,190,41,2
IDAHO - Nonmetropolitan Counties,IDAHO ,Camas,3,0,0,0,3,8,2,6,0,0
IDAHO - Nonmetropolitan Counties,IDAHO ,Cassia,34,0,1,1,32,257,23,209,25,0
IDAHO - Nonmetropolitan Counties,IDAHO ,Clark,1,0,1,0,0,5,0,5,0,0
IDAHO - Nonmetropolitan Counties,IDAHO ,Custer,4,1,1,0,2,16,4,11,1,0
IDAHO - Nonmetropolitan Counties,IDAHO ,Elmore,29,1,3,0,25,55,7,38,10,2
IDAHO - Nonmetropolitan Counties,IDAHO ,Fremont,2,0,1,0,1,42,5,34,3,0
IDAHO - Nonmetropolitan Counties,IDAHO ,Gooding,19,1,2,0,16,41,11,19,11,0
IDAHO - Nonmetropolitan Counties,IDAHO ,Idaho,26,0,3,1,22,63,20,35,8,0
IDAHO - Nonmetropolitan Counties,IDAHO ,Latah,14,1,7,0,6,89,22,63,4,0
IDAHO - Nonmetropolitan Counties,IDAHO ,Lemhi,6,0,0,0,6,9,4,3,2,0
IDAHO - Nonmetropolitan Counties,IDAHO ,Lewis,5,0,0,0,5,49,11,29,9,0
IDAHO - Nonmetropolitan Counties,IDAHO ,Lincoln,17,0,2,0,15,26,9,15,2,0
IDAHO - Nonmetropolitan Counties,IDAHO ,Madison,22,0,7,0,15,54,12,34,8,0
IDAHO - Nonmetropolitan Counties,IDAHO ,Minidoka,12,0,1,0,11,82,21,53,8,0
IDAHO - Nonmetropolitan Counties,IDAHO ,Oneida,5,0,1,0,4,19,8,8,3,0
IDAHO - Nonmetropolitan Counties,IDAHO ,Payette,14,0,3,0,11,85,7,66,12,0
IDAHO - Nonmetropolitan Counties,IDAHO ,Shoshone,14,0,2,0,12,106,34,62,10,0
IDAHO - Nonmetropolitan Counties,IDAHO ,Teton,15,0,2,0,13,33,4,28,1,0
IDAHO - Nonmetropolitan Counties,IDAHO ,Valley,22,0,6,0,16,58,22,35,1,0
IDAHO - Nonmetropolitan Counties,IDAHO ,Washington,5,0,1,0,4,16,8,7,1,0
ILLINOIS - Metropolitan Counties,ILLINOIS ,Alexander,6,0,1,0,5,53,15,37,1,0
ILLINOIS - Metropolitan Counties,ILLINOIS ,Boone,27,0,12,1,14,146,34,103,9,0
ILLINOIS - Metropolitan Counties,ILLINOIS ,Champaign,48,0,24,9,15,405,130,251,24,1
ILLINOIS - Metropolitan Counties,ILLINOIS ,Clinton,9,0,1,1,7,73,12,58,3,0
ILLINOIS - Metropolitan Counties,ILLINOIS ,Cook,231,4,61,37,129,1035,156,745,134,11
ILLINOIS - Metropolitan Counties,ILLINOIS ,DeKalb,28,0,3,7,18,85,42,42,1,0
ILLINOIS - Metropolitan Counties,ILLINOIS ,DuPage,81,1,21,12,47,434,120,272,42,2
ILLINOIS - Metropolitan Counties,ILLINOIS ,Fulton,29,0,2,4,23,155,60,87,8,0
ILLINOIS - Metropolitan Counties,ILLINOIS ,Grundy,20,1,6,2,11,79,19,58,2,2
ILLINOIS - Metropolitan Counties,ILLINOIS ,Henry,6,0,0,0,6,51,11,36,4,0
ILLINOIS - Metropolitan Counties,ILLINOIS ,Jackson,29,0,8,1,20,299,115,163,21,0
ILLINOIS - Metropolitan Counties,ILLINOIS ,Jersey,25,0,15,0,10,115,37,67,11,0
ILLINOIS - Metropolitan Counties,ILLINOIS ,Johnson,26,0,2,1,23,93,29,50,14,0
ILLINOIS - Metropolitan Counties,ILLINOIS ,Kane,87,1,12,9,65,280,87,171,22,0
ILLINOIS - Metropolitan Counties,ILLINOIS ,Kankakee,56,1,9,8,38,250,80,151,19,6
ILLINOIS - Metropolitan Counties,ILLINOIS ,Kendall,52,0,19,7,26,225,27,193,5,1
ILLINOIS - Metropolitan Counties,ILLINOIS ,Lake,104,1,27,13,63,771,194,501,76,3
ILLINOIS - Metropolitan Counties,ILLINOIS ,Macon,38,0,5,3,30,282,60,210,12,3
ILLINOIS - Metropolitan Counties,ILLINOIS ,Macoupin,10,0,0,4,6,250,55,180,15,1
ILLINOIS - Metropolitan Counties,ILLINOIS ,Madison,126,0,22,8,96,1059,223,751,85,1
ILLINOIS - Metropolitan Counties,ILLINOIS ,Marshall,3,0,1,0,2,24,14,7,3,1
ILLINOIS - Metropolitan Counties,ILLINOIS ,McHenry,65,1,17,3,44,257,63,179,15,1
ILLINOIS - Metropolitan Counties,ILLINOIS ,McLean,30,0,12,1,17,117,27,77,13,3
ILLINOIS - Metropolitan Counties,ILLINOIS ,Menard,10,0,3,0,7,51,8,40,3,22
ILLINOIS - Metropolitan Counties,ILLINOIS ,Monroe,9,0,3,0,6,34,16,15,3,0
ILLINOIS - Metropolitan Counties,ILLINOIS ,Peoria,55,0,12,8,35,866,162,616,88,4
ILLINOIS - Metropolitan Counties,ILLINOIS ,Piatt,16,0,5,0,11,63,37,20,6,0
ILLINOIS - Metropolitan Counties,ILLINOIS ,Rock Island,54,0,17,2,35,222,53,154,15,1
ILLINOIS - Metropolitan Counties,ILLINOIS ,Sangamon,204,1,21,22,160,467,209,196,62,1
ILLINOIS - Metropolitan Counties,ILLINOIS ,Stark,9,0,0,0,9,33,18,12,3,0
ILLINOIS - Metropolitan Counties,ILLINOIS ,Vermilion,87,0,19,2,66,403,135,249,19,4
ILLINOIS - Metropolitan Counties,ILLINOIS ,Will,125,2,24,21,78,658,119,411,128,7
ILLINOIS - Metropolitan Counties,ILLINOIS ,Williamson,8,2,4,1,1,248,45,183,20,1
ILLINOIS - Metropolitan Counties,ILLINOIS ,Winnebago,123,3,27,9,84,517,161,314,42,4
ILLINOIS - Metropolitan Counties,ILLINOIS ,Woodford,24,5,3,1,15,104,37,62,5,1
ILLINOIS - Nonmetropolitan Counties,ILLINOIS ,Brown,1,0,0,0,1,10,2,8,0,0
ILLINOIS - Nonmetropolitan Counties,ILLINOIS ,Bureau,29,0,10,0,19,113,28,73,12,4
ILLINOIS - Nonmetropolitan Counties,ILLINOIS ,Carroll,9,0,1,0,8,21,8,12,1,1
ILLINOIS - Nonmetropolitan Counties,ILLINOIS ,Cass,2,0,0,0,2,30,9,20,1,0
ILLINOIS - Nonmetropolitan Counties,ILLINOIS ,Clay,5,0,0,0,5,43,17,19,7,1
ILLINOIS - Nonmetropolitan Counties,ILLINOIS ,Coles,16,0,5,0,11,98,21,66,11,1
ILLINOIS - Nonmetropolitan Counties,ILLINOIS ,Crawford,6,0,1,0,5,76,15,59,2,0
ILLINOIS - Nonmetropolitan Counties,ILLINOIS ,Cumberland,1,0,0,0,1,13,7,5,1,0
ILLINOIS - Nonmetropolitan Counties,ILLINOIS ,Douglas,8,0,2,0,6,30,13,15,2,0
ILLINOIS - Nonmetropolitan Counties,ILLINOIS ,Edgar,4,0,1,0,3,32,11,17,4,0
ILLINOIS - Nonmetropolitan Counties,ILLINOIS ,Effingham,16,0,0,0,16,107,23,69,15,0
ILLINOIS - Nonmetropolitan Counties,ILLINOIS ,Fayette,14,0,4,0,10,50,14,23,13,0
ILLINOIS - Nonmetropolitan Counties,ILLINOIS ,Ford,11,0,1,0,10,52,18,34,0,0
ILLINOIS - Nonmetropolitan Counties,ILLINOIS ,Franklin,14,0,0,0,14,217,56,151,10,0
ILLINOIS - Nonmetropolitan Counties,ILLINOIS ,Gallatin,5,0,0,0,5,38,8,23,7,0
ILLINOIS - Nonmetropolitan Counties,ILLINOIS ,Greene,9,0,0,0,9,20,4,15,1,1
ILLINOIS - Nonmetropolitan Counties,ILLINOIS ,Hamilton,7,0,3,0,4,42,6,33,3,0
ILLINOIS - Nonmetropolitan Counties,ILLINOIS ,Iroquois,19,3,2,0,14,142,48,74,20,1
ILLINOIS - Nonmetropolitan Counties,ILLINOIS ,Jasper,48,0,13,1,34,56,32,18,6,1
ILLINOIS - Nonmetropolitan Counties,ILLINOIS ,Jefferson,59,0,4,2,53,286,102,156,28,4
ILLINOIS - Nonmetropolitan Counties,ILLINOIS ,Jo Daviess,6,0,2,1,3,74,27,43,4,0
ILLINOIS - Nonmetropolitan Counties,ILLINOIS ,Knox,51,0,9,0,42,171,72,81,18,1
ILLINOIS - Nonmetropolitan Counties,ILLINOIS ,La Salle,33,0,12,0,21,167,45,110,12,2
ILLINOIS - Nonmetropolitan Counties,ILLINOIS ,Lee,21,0,0,0,21,81,11,63,7,1
ILLINOIS - Nonmetropolitan Counties,ILLINOIS ,Livingston,28,0,8,2,18,96,33,57,6,1
ILLINOIS - Nonmetropolitan Counties,ILLINOIS ,Logan,11,0,1,0,10,63,29,31,3,0
ILLINOIS - Nonmetropolitan Counties,ILLINOIS ,Marion,43,1,10,4,28,202,100,86,16,0
ILLINOIS - Nonmetropolitan Counties,ILLINOIS ,Mason,12,0,2,0,10,85,16,66,3,1
ILLINOIS - Nonmetropolitan Counties,ILLINOIS ,McDonough,8,0,0,0,8,19,9,9,1,0
ILLINOIS - Nonmetropolitan Counties,ILLINOIS ,Montgomery,42,0,5,0,37,133,51,79,3,1
ILLINOIS - Nonmetropolitan Counties,ILLINOIS ,Morgan,11,0,3,2,6,108,57,45,6,0
ILLINOIS - Nonmetropolitan Counties,ILLINOIS ,Moultrie,8,0,2,0,6,38,15,20,3,0
ILLINOIS - Nonmetropolitan Counties,ILLINOIS ,Ogle,13,0,0,0,13,149,46,101,2,0
ILLINOIS - Nonmetropolitan Counties,ILLINOIS ,Perry,7,0,3,0,4,67,26,37,4,0
ILLINOIS - Nonmetropolitan Counties,ILLINOIS ,Pike,15,0,6,1,8,37,14,22,1,0
ILLINOIS - Nonmetropolitan Counties,ILLINOIS ,Putnam,1,0,0,0,1,19,5,14,0,0
ILLINOIS - Nonmetropolitan Counties,ILLINOIS ,Randolph,4,0,1,0,3,18,5,12,1,0
ILLINOIS - Nonmetropolitan Counties,ILLINOIS ,Schuyler,3,0,0,0,3,14,0,14,0,0
ILLINOIS - Nonmetropolitan Counties,ILLINOIS ,Scott,0,0,0,0,0,15,5,6,4,0
ILLINOIS - Nonmetropolitan Counties,ILLINOIS ,Shelby,1,0,1,0,0,49,16,33,0,0
ILLINOIS - Nonmetropolitan Counties,ILLINOIS ,Stephenson,36,2,13,1,20,87,21,62,4,1
ILLINOIS - Nonmetropolitan Counties,ILLINOIS ,Wabash,0,0,0,0,0,2,1,1,0,0
ILLINOIS - Nonmetropolitan Counties,ILLINOIS ,Wayne,15,0,4,1,10,108,40,56,12,0
ILLINOIS - Nonmetropolitan Counties,ILLINOIS ,Whiteside,17,1,8,0,8,79,36,37,6,0
INDIANA - Metropolitan Counties,INDIANA ,Allen,184,2,36,29,117,642,128,436,78,1
INDIANA - Metropolitan Counties,INDIANA ,Bartholomew,51,0,18,2,31,402,75,287,40,
INDIANA - Metropolitan Counties,INDIANA ,Floyd,16,2,1,1,12,281,37,200,44,
INDIANA - Metropolitan Counties,INDIANA ,Franklin,4,0,0,0,4,137,30,89,18,0
INDIANA - Metropolitan Counties,INDIANA ,Hancock,60,0,2,5,53,233,50,145,38,1
INDIANA - Metropolitan Counties,INDIANA ,Howard,56,0,3,4,49,126,29,86,11,
INDIANA - Metropolitan Counties,INDIANA ,La Porte,57,1,2,10,44,416,130,233,53,1
INDIANA - Metropolitan Counties,INDIANA ,Madison,37,0,16,6,15,369,95,249,25,3
INDIANA - Metropolitan Counties,INDIANA ,Porter,38,2,10,2,24,350,77,248,25,
INDIANA - Metropolitan Counties,INDIANA ,Shelby,58,1,4,3,50,154,46,90,18,2
INDIANA - Metropolitan Counties,INDIANA ,Tippecanoe,41,1,12,6,22,500,120,344,36,3
INDIANA - Metropolitan Counties,INDIANA ,Vanderburgh,51,1,9,4,37,482,61,399,22,1
INDIANA - Metropolitan Counties,INDIANA ,Vigo,218,0,11,10,197,,190,,91,10
INDIANA - Metropolitan Counties,INDIANA ,Warrick,88,2,6,6,74,508,84,386,38,0
INDIANA - Nonmetropolitan Counties,INDIANA ,Blackford6,8,1,0,1,6,16,5,11,0,1
INDIANA - Nonmetropolitan Counties,INDIANA ,Clinton,19,1,6,0,12,175,47,121,7,0
INDIANA - Nonmetropolitan Counties,INDIANA ,Gibson,32,0,7,0,25,116,23,81,12,1
INDIANA - Nonmetropolitan Counties,INDIANA ,Grant,36,0,4,1,31,254,89,158,7,0
INDIANA - Nonmetropolitan Counties,INDIANA ,Jackson,12,0,1,0,11,277,67,189,21,
INDIANA - Nonmetropolitan Counties,INDIANA ,Jay,7,1,0,0,6,53,4,43,6,
INDIANA - Nonmetropolitan Counties,INDIANA ,Jennings,10,3,5,0,2,89,70,19,0,1
INDIANA - Nonmetropolitan Counties,INDIANA ,Lawrence,27,0,1,10,16,142,55,53,34,
INDIANA - Nonmetropolitan Counties,INDIANA ,Pulaski,41,0,2,2,37,118,23,83,12,0
INDIANA - Nonmetropolitan Counties,INDIANA ,Scott,6,0,4,0,2,219,70,144,5,1
INDIANA - Nonmetropolitan Counties,INDIANA ,Starke6,36,1,1,3,31,196,38,137,21,0
INDIANA - Nonmetropolitan Counties,INDIANA ,Steuben6,12,0,4,0,8,322,63,207,52,1
INDIANA - Nonmetropolitan Counties,INDIANA ,Wayne,6,1,3,0,2,147,37,92,18,
INDIANA - Nonmetropolitan Counties,INDIANA ,White,12,0,0,0,12,44,20,19,5,
IOWA - Metropolitan Counties,IOWA ,Black Hawk,20,0,0,0,20,123,58,48,17,1
IOWA - Metropolitan Counties,IOWA ,Boone,17,0,0,0,17,48,13,27,8,1
IOWA - Metropolitan Counties,IOWA ,Bremer,4,0,2,0,2,24,14,9,1,0
IOWA - Metropolitan Counties,IOWA ,Dubuque,13,1,7,0,5,114,30,68,16,0
IOWA - Metropolitan Counties,IOWA ,Grundy,7,0,0,0,7,63,40,18,5,1
IOWA - Metropolitan Counties,IOWA ,Guthrie,2,0,0,0,2,45,19,23,3,0
IOWA - Metropolitan Counties,IOWA ,Harrison,7,0,0,0,7,43,12,25,6,2
IOWA - Metropolitan Counties,IOWA ,Jasper,6,0,2,0,4,44,20,17,7,0
IOWA - Metropolitan Counties,IOWA ,Johnson,65,0,8,1,56,196,60,116,20,4
IOWA - Metropolitan Counties,IOWA ,Madison,2,0,0,0,2,26,14,11,1,0
IOWA - Metropolitan Counties,IOWA ,Mills,17,0,1,0,16,98,28,53,17,2
IOWA - Metropolitan Counties,IOWA ,Polk,112,0,14,9,89,822,211,486,125,4
IOWA - Metropolitan Counties,IOWA ,Pottawattamie,57,1,7,3,46,251,54,173,24,4
IOWA - Metropolitan Counties,IOWA ,Scott,40,2,6,0,32,170,53,100,17,0
IOWA - Metropolitan Counties,IOWA ,Story,13,1,3,0,9,105,43,46,16,1
IOWA - Metropolitan Counties,IOWA ,Warren,54,0,7,0,47,136,37,82,17,4
IOWA - Metropolitan Counties,IOWA ,Washington,35,0,2,0,33,61,25,27,9,0
IOWA - Metropolitan Counties,IOWA ,Woodbury,22,0,3,0,19,186,98,78,10,0
IOWA - Nonmetropolitan Counties,IOWA ,Adair,0,0,0,0,0,24,7,14,3,0
IOWA - Nonmetropolitan Counties,IOWA ,Adams,3,0,0,0,3,20,8,10,2,0
IOWA - Nonmetropolitan Counties,IOWA ,Allamakee,7,0,1,0,6,20,5,13,2,0
IOWA - Nonmetropolitan Counties,IOWA ,Appanoose,8,0,0,0,8,70,24,30,16,1
IOWA - Nonmetropolitan Counties,IOWA ,Buchanan,33,0,8,0,25,115,41,57,17,5
IOWA - Nonmetropolitan Counties,IOWA ,Buena Vista,12,0,1,0,11,41,29,10,2,0
IOWA - Nonmetropolitan Counties,IOWA ,Butler,7,0,4,0,3,25,15,6,4,1
IOWA - Nonmetropolitan Counties,IOWA ,Calhoun,8,0,0,0,8,31,12,14,5,1
IOWA - Nonmetropolitan Counties,IOWA ,Cass,10,1,2,0,7,38,6,25,7,0
IOWA - Nonmetropolitan Counties,IOWA ,Cedar,12,0,2,0,10,43,14,24,5,1
IOWA - Nonmetropolitan Counties,IOWA ,Cerro Gordo,10,0,2,0,8,98,26,53,19,0
IOWA - Nonmetropolitan Counties,IOWA ,Cherokee,2,0,1,0,1,12,7,5,0,0
IOWA - Nonmetropolitan Counties,IOWA ,Chickasaw,10,0,1,0,9,29,9,15,5,0
IOWA - Nonmetropolitan Counties,IOWA ,Clarke,7,0,2,0,5,36,11,16,9,1
IOWA - Nonmetropolitan Counties,IOWA ,Clay,13,0,1,0,12,11,7,3,1,0
IOWA - Nonmetropolitan Counties,IOWA ,Clayton,11,0,7,0,4,41,11,27,3,0
IOWA - Nonmetropolitan Counties,IOWA ,Clinton,17,0,6,1,10,92,25,61,6,0
IOWA - Nonmetropolitan Counties,IOWA ,Crawford,3,0,0,0,3,3,0,2,1,1
IOWA - Nonmetropolitan Counties,IOWA ,Davis,4,0,0,0,4,1,0,1,0,0
IOWA - Nonmetropolitan Counties,IOWA ,Delaware,4,0,3,0,1,46,7,30,9,2
IOWA - Nonmetropolitan Counties,IOWA ,Des Moines,14,0,1,0,13,118,70,46,2,0
IOWA - Nonmetropolitan Counties,IOWA ,Dickinson,5,0,0,0,5,29,12,13,4,0
IOWA - Nonmetropolitan Counties,IOWA ,Emmet,0,0,0,0,0,7,0,5,2,0
IOWA - Nonmetropolitan Counties,IOWA ,Franklin,0,0,0,0,0,1,0,0,1,0
IOWA - Nonmetropolitan Counties,IOWA ,Fremont,11,0,2,1,8,43,16,22,5,1
IOWA - Nonmetropolitan Counties,IOWA ,Hamilton,6,0,0,0,6,54,28,19,7,0
IOWA - Nonmetropolitan Counties,IOWA ,Hancock,6,0,2,0,4,31,17,14,0,0
IOWA - Nonmetropolitan Counties,IOWA ,Hardin,11,0,4,0,7,83,36,38,9,0
IOWA - Nonmetropolitan Counties,IOWA ,Henry,20,0,0,0,20,69,20,46,3,2
IOWA - Nonmetropolitan Counties,IOWA ,Howard,0,0,0,0,0,35,20,12,3,0
IOWA - Nonmetropolitan Counties,IOWA ,Humboldt,0,0,0,0,0,41,11,28,2,1
IOWA - Nonmetropolitan Counties,IOWA ,Ida,10,0,2,0,8,68,17,44,7,0
IOWA - Nonmetropolitan Counties,IOWA ,Iowa,8,0,0,0,8,55,12,31,12,0
IOWA - Nonmetropolitan Counties,IOWA ,Jackson,3,0,0,0,3,23,6,12,5,0
IOWA - Nonmetropolitan Counties,IOWA ,Jefferson,2,0,1,0,1,26,11,12,3,0
IOWA - Nonmetropolitan Counties,IOWA ,Kossuth,6,3,3,0,0,32,22,8,2,0
IOWA - Nonmetropolitan Counties,IOWA ,Lee,15,0,2,0,13,108,42,49,17,0
IOWA - Nonmetropolitan Counties,IOWA ,Louisa,23,0,6,0,17,58,18,35,5,0
IOWA - Nonmetropolitan Counties,IOWA ,Lucas,12,0,2,2,8,68,29,34,5,0
IOWA - Nonmetropolitan Counties,IOWA ,Lyon,11,0,2,0,9,57,21,26,10,0
IOWA - Nonmetropolitan Counties,IOWA ,Mahaska,23,0,1,0,22,64,22,31,11,0
IOWA - Nonmetropolitan Counties,IOWA ,Marion,19,0,10,0,9,44,12,28,4,0
IOWA - Nonmetropolitan Counties,IOWA ,Marshall,42,0,3,0,39,94,31,49,14,3
IOWA - Nonmetropolitan Counties,IOWA ,Mitchell,0,0,0,0,0,5,2,3,0,0
IOWA - Nonmetropolitan Counties,IOWA ,Monona,16,0,1,0,15,37,15,15,7,0
IOWA - Nonmetropolitan Counties,IOWA ,Monroe,5,0,3,0,2,20,5,8,7,0
IOWA - Nonmetropolitan Counties,IOWA ,Muscatine,21,1,7,1,12,56,29,20,7,0
IOWA - Nonmetropolitan Counties,IOWA ,O'Brien,21,0,5,0,16,57,12,41,4,1
IOWA - Nonmetropolitan Counties,IOWA ,Osceola,14,0,1,0,13,73,14,57,2,0
IOWA - Nonmetropolitan Counties,IOWA ,Page,3,0,1,0,2,26,9,11,6,0
IOWA - Nonmetropolitan Counties,IOWA ,Palo Alto,15,0,2,0,13,48,23,21,4,0
IOWA - Nonmetropolitan Counties,IOWA ,Plymouth,13,0,3,0,10,45,15,23,7,0
IOWA - Nonmetropolitan Counties,IOWA ,Ringgold,4,0,0,0,4,21,4,16,1,0
IOWA - Nonmetropolitan Counties,IOWA ,Sac,6,0,1,0,5,32,10,20,2,1
IOWA - Nonmetropolitan Counties,IOWA ,Shelby,3,0,0,0,3,14,6,7,1,1
IOWA - Nonmetropolitan Counties,IOWA ,Sioux,7,0,3,0,4,50,12,35,3,0
IOWA - Nonmetropolitan Counties,IOWA ,Tama,23,0,1,0,22,57,22,23,12,0
IOWA - Nonmetropolitan Counties,IOWA ,Taylor,8,0,0,0,8,14,3,8,3,1
IOWA - Nonmetropolitan Counties,IOWA ,Union,4,0,0,0,4,46,14,28,4,0
IOWA - Nonmetropolitan Counties,IOWA ,Van Buren,4,0,0,0,4,58,24,31,3,0
IOWA - Nonmetropolitan Counties,IOWA ,Wapello,25,0,2,0,23,91,33,45,13,2
IOWA - Nonmetropolitan Counties,IOWA ,Wayne,8,0,0,0,8,28,13,12,3,1
IOWA - Nonmetropolitan Counties,IOWA ,Webster,27,0,4,0,23,113,41,59,13,2
IOWA - Nonmetropolitan Counties,IOWA ,Winneshiek,9,0,2,0,7,12,1,8,3,0
IOWA - Nonmetropolitan Counties,IOWA ,Worth,6,0,1,0,5,27,7,19,1,0
IOWA - Nonmetropolitan Counties,IOWA ,Wright,4,0,1,0,3,21,4,14,3,1
KANSAS - Metropolitan Counties,KANSAS ,Butler,49,0,12,1,36,301,61,201,39,3
KANSAS - Metropolitan Counties,KANSAS ,Doniphan,1,0,0,0,1,8,3,4,1,0
KANSAS - Metropolitan Counties,KANSAS ,Geary,15,1,1,0,13,32,8,19,5,0
KANSAS - Metropolitan Counties,KANSAS ,Harvey,11,0,0,1,10,24,12,11,1,0
KANSAS - Metropolitan Counties,KANSAS ,Jackson,15,0,3,0,12,122,17,96,9,1
KANSAS - Metropolitan Counties,KANSAS ,Jefferson,33,0,11,1,21,224,25,164,35,1
KANSAS - Metropolitan Counties,KANSAS ,Johnson,50,0,10,2,38,220,24,163,33,1
KANSAS - Metropolitan Counties,KANSAS ,Linn,13,1,2,0,10,86,26,52,8,1
KANSAS - Metropolitan Counties,KANSAS ,Osage4,14,0,1,1,12,,,31,10,1
KANSAS - Metropolitan Counties,KANSAS ,Pottawatomie,27,0,5,1,21,177,42,111,24,4
KANSAS - Metropolitan Counties,KANSAS ,Riley County Police Department4,263,1,32,21,209,,,998,105,13
KANSAS - Metropolitan Counties,KANSAS ,Sedgwick,94,2,21,3,68,205,61,109,35,3
KANSAS - Metropolitan Counties,KANSAS ,Shawnee,87,1,8,3,75,958,250,589,119,2
KANSAS - Metropolitan Counties,KANSAS ,Sumner,12,0,2,2,8,156,65,75,16,3
KANSAS - Metropolitan Counties,KANSAS ,Wabaunsee,14,0,2,0,12,77,29,45,3,2
